0.000000E+0	4.843414E-3
5.000000E-6	4.870832E-3
1.000000E-5	4.938006E-3
1.500000E-5	4.938006E-3
2.000000E-5	4.914701E-3
2.500000E-5	4.829705E-3
3.000000E-5	4.610360E-3
3.500000E-5	4.722774E-3
4.000000E-5	4.815996E-3
4.500000E-5	4.802287E-3
5.000000E-5	4.843414E-3
5.500000E-5	4.844785E-3
6.000000E-5	4.792690E-3
6.500000E-5	4.722774E-3
7.000000E-5	4.744709E-3
7.500000E-5	4.872203E-3
8.000000E-5	5.020261E-3
8.500000E-5	4.895508E-3
9.000000E-5	5.036712E-3
9.500000E-5	4.861236E-3
1.000000E-4	4.862607E-3
1.050000E-4	4.744709E-3
1.100000E-4	4.832447E-3
1.150000E-4	4.892766E-3
1.200000E-4	4.853010E-3
1.250000E-4	4.869461E-3
1.300000E-4	4.898250E-3
1.350000E-4	4.899621E-3
1.400000E-4	4.964054E-3
1.450000E-4	4.943490E-3
1.500000E-4	4.795432E-3
1.550000E-4	4.802287E-3
1.600000E-4	4.748821E-3
1.650000E-4	4.835188E-3
1.700000E-4	4.663825E-3
1.750000E-4	4.763901E-3
1.800000E-4	4.906476E-3
1.850000E-4	4.854381E-3
1.900000E-4	4.870832E-3
1.950000E-4	4.905105E-3
2.000000E-4	4.902363E-3
2.050000E-4	4.895508E-3
2.100000E-4	4.759789E-3
2.150000E-4	4.717290E-3
2.200000E-4	4.766643E-3
2.250000E-4	4.744709E-3
2.300000E-4	4.932523E-3
2.350000E-4	4.869461E-3
2.400000E-4	4.892766E-3
2.450000E-4	4.822850E-3
2.500000E-4	4.644632E-3
2.550000E-4	4.621327E-3
2.600000E-4	4.486978E-3
2.650000E-4	4.497945E-3
2.700000E-4	4.676163E-3
2.750000E-4	4.795432E-3
2.800000E-4	4.815996E-3
2.850000E-4	4.714549E-3
2.900000E-4	4.865348E-3
2.950000E-4	4.794061E-3
3.000000E-4	4.988730E-3
3.050000E-4	4.922926E-3
3.100000E-4	4.853010E-3
3.150000E-4	4.890025E-3
3.200000E-4	4.933894E-3
3.250000E-4	4.887283E-3
3.300000E-4	4.772127E-3
3.350000E-4	4.613101E-3
3.400000E-4	4.665196E-3
3.450000E-4	4.726887E-3
3.500000E-4	4.869461E-3
3.550000E-4	4.798174E-3
3.600000E-4	4.900992E-3
3.650000E-4	5.092919E-3
3.700000E-4	4.975021E-3
3.750000E-4	5.002439E-3
3.800000E-4	4.914701E-3
3.850000E-4	4.958570E-3
3.900000E-4	4.950345E-3
3.950000E-4	4.917443E-3
4.000000E-4	4.891396E-3
4.050000E-4	4.976392E-3
4.100000E-4	4.898250E-3
4.150000E-4	4.940748E-3
4.200000E-4	5.005181E-3
4.250000E-4	4.891396E-3
4.300000E-4	4.703581E-3
4.350000E-4	4.626811E-3
4.400000E-4	4.650116E-3
4.450000E-4	4.837930E-3
4.500000E-4	5.024374E-3
4.550000E-4	4.800916E-3
4.600000E-4	4.869461E-3
4.650000E-4	4.729629E-3
4.700000E-4	4.811883E-3
4.750000E-4	4.914701E-3
4.800000E-4	4.862607E-3
4.850000E-4	4.876316E-3
4.900000E-4	4.851639E-3
4.950000E-4	4.920185E-3
5.000000E-4	4.892766E-3
5.050000E-4	4.869461E-3
5.100000E-4	4.695356E-3
5.150000E-4	4.618585E-3
5.200000E-4	4.887283E-3
5.250000E-4	4.773498E-3
5.300000E-4	4.761159E-3
5.350000E-4	4.829705E-3
5.400000E-4	4.811883E-3
5.450000E-4	4.730999E-3
5.500000E-4	4.746079E-3
5.550000E-4	4.759789E-3
5.600000E-4	4.639149E-3
5.650000E-4	4.643261E-3
5.700000E-4	4.735112E-3
5.750000E-4	4.865348E-3
5.800000E-4	4.876316E-3
5.850000E-4	4.942119E-3
5.900000E-4	4.924297E-3
5.950000E-4	4.944861E-3
6.000000E-4	4.879057E-3
6.050000E-4	4.888654E-3
6.100000E-4	4.922926E-3
6.150000E-4	4.761159E-3
6.200000E-4	4.806399E-3
6.250000E-4	4.876316E-3
6.300000E-4	4.891396E-3
6.350000E-4	4.647374E-3
6.400000E-4	4.750192E-3
6.450000E-4	4.879057E-3
6.500000E-4	4.895508E-3
6.550000E-4	4.655600E-3
6.600000E-4	4.770756E-3
6.650000E-4	4.892766E-3
6.700000E-4	4.725516E-3
6.750000E-4	4.847527E-3
6.800000E-4	4.747450E-3
6.850000E-4	4.637778E-3
6.900000E-4	4.966795E-3
6.950000E-4	5.024374E-3
7.000000E-4	5.044937E-3
7.050000E-4	4.940748E-3
7.100000E-4	4.732370E-3
7.150000E-4	4.781723E-3
7.200000E-4	4.648745E-3
7.250000E-4	4.684389E-3
7.300000E-4	4.733741E-3
7.350000E-4	4.853010E-3
7.400000E-4	4.863977E-3
7.450000E-4	4.788578E-3
7.500000E-4	4.768014E-3
7.550000E-4	4.883170E-3
7.600000E-4	4.806399E-3
7.650000E-4	4.900992E-3
7.700000E-4	4.789948E-3
7.750000E-4	4.750192E-3
7.800000E-4	4.702210E-3
7.850000E-4	4.665196E-3
7.900000E-4	4.843414E-3
7.950000E-4	4.857123E-3
8.000000E-4	4.837930E-3
8.050000E-4	4.874945E-3
8.100000E-4	4.776239E-3
8.150000E-4	4.702210E-3
8.200000E-4	4.935265E-3
8.250000E-4	4.895508E-3
8.300000E-4	4.851639E-3
8.350000E-4	4.969537E-3
8.400000E-4	4.826963E-3
8.450000E-4	4.741967E-3
